sentiment,negative reviews
negative,Do yourself a favor and skip this one. The shocking was security and the room cleanliness was unacceptable.
negative,I can't believe how miserable this place was. The bathroom facilities was a disaster and the air conditioning was appalling.
negative,It was a nightmare! The awful was restaurant service and the bathroom facilities was simply horrible.
negative,"I had high hopes, but the terrible was bathroom facilities and the room cleanliness was disappointing."
negative,"The stay was completely miserable. The parking availability was awful, and the room cleanliness was unacceptable."
negative,"I had high hopes, but the subpar was customer service and the security was disappointing."
negative,"I regret booking here. The disgusting was so WiFi speed, and the staff friendliness was even worse."
negative,Do yourself a favor and skip this one. The horrible was restaurant service and the bar was unacceptable.
negative,Do yourself a favor and skip this one. The disgusting was view from the room and the gym was unacceptable.
negative,Do yourself a favor and skip this one. The unbearable was bed comfort and the breakfast options was unacceptable.
negative,Never staying here again! The unacceptable was completely spa and the WiFi speed was miserable.
negative,"I regret booking here. The dreadful was so room cleanliness, and the security was even worse."
negative,Avoid at all costs! The disgusting was bar and the location made it unbearable.
negative,A huge letdown. The terrible was room cleanliness and the security was below standard.
negative,"I regret booking here. The nightmarish was so location, and the staff friendliness was even worse."
negative,"The stay was completely dreadful. The staff friendliness was awful, and the WiFi speed was unacceptable."
negative,Do yourself a favor and skip this one. The frustrating was pool and the security was unacceptable.
negative,Avoid at all costs! The nightmarish was view from the room and the restaurant service made it unbearable.
negative,Do yourself a favor and skip this one. The frustrating was bed comfort and the gym was unacceptable.
negative,Avoid at all costs! The shocking was air conditioning and the parking availability made it unbearable.
negative,It was a nightmare! The unbearable was bar and the pool was simply horrible.
negative,It was a nightmare! The nightmarish was gym and the security was simply horrible.
negative,Avoid at all costs! The horrible was gym and the restaurant service made it unbearable.
negative,It was a nightmare! The awful was pool and the room cleanliness was simply horrible.
negative,Never staying here again! The unbearable was completely location and the bathroom facilities was miserable.
negative,Worst experience ever! The poor was customer service and the check-in process ruined my trip.
negative,"I had high hopes, but the subpar was location and the air conditioning was disappointing."
negative,Do yourself a favor and skip this one. The awful was WiFi speed and the gym was unacceptable.
negative,It was a nightmare! The pathetic was pool and the noise levels was simply horrible.
negative,Avoid at all costs! The unacceptable was gym and the noise levels made it unbearable.
negative,"I had high hopes, but the awful was parking availability and the breakfast options was disappointing."
negative,"I regret booking here. The unbearable was so air conditioning, and the gym was even worse."
negative,Avoid at all costs! The shocking was customer service and the parking availability made it unbearable.
negative,"I regret booking here. The poor was so bathroom facilities, and the customer service was even worse."
negative,Do yourself a favor and skip this one. The pathetic was restaurant service and the bar was unacceptable.
negative,"The stay was completely terrible. The view from the room was awful, and the noise levels was unacceptable."
negative,"I regret booking here. The shocking was so bed comfort, and the check-in process was even worse."
negative,It was a nightmare! The horrible was location and the staff friendliness was simply horrible.
negative,It was a nightmare! The disgusting was location and the room cleanliness was simply horrible.
negative,"The stay was completely horrible. The WiFi speed was awful, and the bar was unacceptable."
negative,Worst experience ever! The unbearable was WiFi speed and the breakfast options ruined my trip.
negative,Never staying here again! The disgusting was completely view from the room and the parking availability was miserable.
negative,Do yourself a favor and skip this one. The nightmarish was pool and the customer service was unacceptable.
negative,Do yourself a favor and skip this one. The frustrating was customer service and the bathroom facilities was unacceptable.
negative,"I regret booking here. The miserable was so air conditioning, and the restaurant service was even worse."
negative,Do yourself a favor and skip this one. The disgusting was pool and the customer service was unacceptable.
negative,Worst experience ever! The disgusting was check-in process and the room cleanliness ruined my trip.
negative,I can't believe how unbearable this place was. The WiFi speed was a disaster and the breakfast options was appalling.
negative,Do yourself a favor and skip this one. The unbearable was customer service and the view from the room was unacceptable.
negative,Never staying here again! The shocking was completely bed comfort and the location was miserable.
negative,A huge letdown. The subpar was noise levels and the bed comfort was below standard.
negative,Do yourself a favor and skip this one. The poor was customer service and the WiFi speed was unacceptable.
negative,"I regret booking here. The awful was so noise levels, and the gym was even worse."
negative,Avoid at all costs! The horrible was location and the gym made it unbearable.
negative,"I had high hopes, but the subpar was gym and the noise levels was disappointing."
negative,A huge letdown. The poor was breakfast options and the staff friendliness was below standard.
negative,I can't believe how awful this place was. The food quality was a disaster and the customer service was appalling.
negative,"The stay was completely awful. The location was awful, and the staff friendliness was unacceptable."
negative,Do yourself a favor and skip this one. The disgusting was bathroom facilities and the spa was unacceptable.
negative,Never staying here again! The horrible was completely bed comfort and the pool was miserable.
negative,Avoid at all costs! The nightmarish was air conditioning and the location made it unbearable.
negative,It was a nightmare! The dirty was WiFi speed and the room cleanliness was simply horrible.
negative,A huge letdown. The poor was bed comfort and the noise levels was below standard.
negative,Worst experience ever! The disgusting was bathroom facilities and the view from the room ruined my trip.
negative,It was a nightmare! The unacceptable was air conditioning and the room cleanliness was simply horrible.
negative,Worst experience ever! The poor was bathroom facilities and the air conditioning ruined my trip.
negative,"I had high hopes, but the horrible was WiFi speed and the view from the room was disappointing."
negative,Never staying here again! The unacceptable was completely view from the room and the location was miserable.
negative,Never staying here again! The subpar was completely WiFi speed and the bed comfort was miserable.
negative,Never staying here again! The unacceptable was completely view from the room and the bar was miserable.
negative,"I had high hopes, but the poor was bed comfort and the parking availability was disappointing."
negative,It was a nightmare! The miserable was gym and the location was simply horrible.
negative,I can't believe how horrible this place was. The location was a disaster and the staff friendliness was appalling.
negative,"The stay was completely dreadful. The security was awful, and the gym was unacceptable."
negative,It was a nightmare! The disgusting was view from the room and the check-in process was simply horrible.
negative,"I had high hopes, but the frustrating was bed comfort and the pool was disappointing."
negative,I can't believe how awful this place was. The gym was a disaster and the food quality was appalling.
negative,"I had high hopes, but the miserable was restaurant service and the customer service was disappointing."
negative,"I had high hopes, but the terrible was view from the room and the parking availability was disappointing."
negative,It was a nightmare! The dirty was gym and the check-in process was simply horrible.
negative,Worst experience ever! The terrible was bed comfort and the WiFi speed ruined my trip.
negative,"The stay was completely miserable. The location was awful, and the room cleanliness was unacceptable."
negative,"The stay was completely dirty. The restaurant service was awful, and the bathroom facilities was unacceptable."
negative,"I regret booking here. The frustrating was so staff friendliness, and the food quality was even worse."
negative,Do yourself a favor and skip this one. The unbearable was parking availability and the gym was unacceptable.
negative,Never staying here again! The frustrating was completely bathroom facilities and the breakfast options was miserable.
negative,"I had high hopes, but the dreadful was location and the staff friendliness was disappointing."
negative,Worst experience ever! The terrible was check-in process and the food quality ruined my trip.
negative,Never staying here again! The disgusting was completely bathroom facilities and the WiFi speed was miserable.
negative,"I regret booking here. The terrible was so check-in process, and the bar was even worse."
negative,"I regret booking here. The dirty was so bathroom facilities, and the restaurant service was even worse."
negative,Do yourself a favor and skip this one. The frustrating was WiFi speed and the bathroom facilities was unacceptable.
negative,Do yourself a favor and skip this one. The pathetic was noise levels and the security was unacceptable.
negative,It was a nightmare! The shocking was check-in process and the restaurant service was simply horrible.
negative,"The stay was completely poor. The check-in process was awful, and the view from the room was unacceptable."
negative,I can't believe how disgusting this place was. The room cleanliness was a disaster and the security was appalling.
negative,Never staying here again! The nightmarish was completely breakfast options and the spa was miserable.
negative,Never staying here again! The frustrating was completely WiFi speed and the food quality was miserable.
negative,Do yourself a favor and skip this one. The frustrating was pool and the restaurant service was unacceptable.
negative,Worst experience ever! The nightmarish was bar and the parking availability ruined my trip.
negative,"I regret booking here. The miserable was so pool, and the bed comfort was even worse."
negative,Never staying here again! The dreadful was completely security and the room cleanliness was miserable.
negative,"I regret booking here. The nightmarish was so customer service, and the air conditioning was even worse."
negative,"The stay was completely poor. The view from the room was awful, and the noise levels was unacceptable."
negative,"The stay was completely terrible. The food quality was awful, and the staff friendliness was unacceptable."
negative,"I had high hopes, but the terrible was parking availability and the bar was disappointing."
negative,I can't believe how horrible this place was. The parking availability was a disaster and the view from the room was appalling.
negative,It was a nightmare! The unbearable was staff friendliness and the air conditioning was simply horrible.
negative,Do yourself a favor and skip this one. The shocking was security and the view from the room was unacceptable.
negative,Never staying here again! The disgusting was completely room cleanliness and the WiFi speed was miserable.
negative,Avoid at all costs! The unbearable was security and the check-in process made it unbearable.
negative,Avoid at all costs! The miserable was customer service and the gym made it unbearable.
negative,"The stay was completely shocking. The gym was awful, and the spa was unacceptable."
negative,A huge letdown. The horrible was bathroom facilities and the check-in process was below standard.
negative,Avoid at all costs! The pathetic was parking availability and the location made it unbearable.
negative,Worst experience ever! The unacceptable was spa and the room cleanliness ruined my trip.
negative,Avoid at all costs! The nightmarish was gym and the customer service made it unbearable.
negative,Never staying here again! The subpar was completely location and the air conditioning was miserable.
negative,Do yourself a favor and skip this one. The disgusting was pool and the restaurant service was unacceptable.
negative,"I regret booking here. The dreadful was so bar, and the staff friendliness was even worse."
negative,"The stay was completely shocking. The air conditioning was awful, and the customer service was unacceptable."
negative,I can't believe how disgusting this place was. The WiFi speed was a disaster and the security was appalling.
negative,I can't believe how frustrating this place was. The check-in process was a disaster and the bathroom facilities was appalling.
negative,I can't believe how pathetic this place was. The noise levels was a disaster and the breakfast options was appalling.
negative,Avoid at all costs! The poor was breakfast options and the restaurant service made it unbearable.
negative,"I regret booking here. The shocking was so staff friendliness, and the restaurant service was even worse."
negative,Do yourself a favor and skip this one. The poor was noise levels and the WiFi speed was unacceptable.
negative,Do yourself a favor and skip this one. The terrible was pool and the restaurant service was unacceptable.
negative,Avoid at all costs! The pathetic was noise levels and the view from the room made it unbearable.
negative,"I regret booking here. The dirty was so bar, and the bathroom facilities was even worse."
negative,"I had high hopes, but the disgusting was bed comfort and the room cleanliness was disappointing."
negative,Never staying here again! The awful was completely bar and the customer service was miserable.
negative,"The stay was completely unbearable. The check-in process was awful, and the customer service was unacceptable."
negative,Worst experience ever! The poor was noise levels and the parking availability ruined my trip.
negative,Never staying here again! The frustrating was completely check-in process and the noise levels was miserable.
negative,I can't believe how miserable this place was. The parking availability was a disaster and the bed comfort was appalling.
negative,"I regret booking here. The pathetic was so WiFi speed, and the bar was even worse."
negative,A huge letdown. The miserable was noise levels and the view from the room was below standard.
negative,Never staying here again! The shocking was completely location and the noise levels was miserable.
negative,"The stay was completely nightmarish. The air conditioning was awful, and the location was unacceptable."
negative,It was a nightmare! The terrible was food quality and the parking availability was simply horrible.
negative,I can't believe how terrible this place was. The bed comfort was a disaster and the air conditioning was appalling.
negative,"I had high hopes, but the dreadful was food quality and the restaurant service was disappointing."
negative,Avoid at all costs! The disgusting was parking availability and the air conditioning made it unbearable.
negative,A huge letdown. The terrible was staff friendliness and the security was below standard.
negative,"I had high hopes, but the pathetic was WiFi speed and the security was disappointing."
negative,I can't believe how shocking this place was. The gym was a disaster and the staff friendliness was appalling.
negative,"I regret booking here. The subpar was so food quality, and the bed comfort was even worse."
negative,A huge letdown. The shocking was WiFi speed and the customer service was below standard.
negative,"I had high hopes, but the terrible was noise levels and the breakfast options was disappointing."
negative,Do yourself a favor and skip this one. The subpar was noise levels and the view from the room was unacceptable.
negative,Worst experience ever! The subpar was pool and the noise levels ruined my trip.
negative,Avoid at all costs! The unbearable was spa and the bathroom facilities made it unbearable.
negative,"I regret booking here. The disgusting was so staff friendliness, and the noise levels was even worse."
negative,It was a nightmare! The nightmarish was breakfast options and the bar was simply horrible.
negative,"I regret booking here. The pathetic was so customer service, and the restaurant service was even worse."
negative,Do yourself a favor and skip this one. The frustrating was bed comfort and the security was unacceptable.
negative,It was a nightmare! The dreadful was check-in process and the restaurant service was simply horrible.
negative,"The stay was completely frustrating. The security was awful, and the staff friendliness was unacceptable."
negative,Never staying here again! The poor was completely bed comfort and the location was miserable.
negative,"I had high hopes, but the awful was spa and the noise levels was disappointing."
negative,Avoid at all costs! The shocking was breakfast options and the bed comfort made it unbearable.
negative,Avoid at all costs! The pathetic was room cleanliness and the customer service made it unbearable.
negative,Never staying here again! The disgusting was completely noise levels and the bathroom facilities was miserable.
negative,Worst experience ever! The frustrating was restaurant service and the breakfast options ruined my trip.
negative,I can't believe how frustrating this place was. The WiFi speed was a disaster and the view from the room was appalling.
negative,"The stay was completely unacceptable. The pool was awful, and the bed comfort was unacceptable."
negative,"I had high hopes, but the pathetic was customer service and the restaurant service was disappointing."
negative,I can't believe how miserable this place was. The WiFi speed was a disaster and the view from the room was appalling.
negative,I can't believe how dirty this place was. The view from the room was a disaster and the check-in process was appalling.
negative,Never staying here again! The terrible was completely security and the air conditioning was miserable.
negative,It was a nightmare! The disgusting was parking availability and the pool was simply horrible.
negative,It was a nightmare! The subpar was bed comfort and the noise levels was simply horrible.
negative,I can't believe how terrible this place was. The restaurant service was a disaster and the spa was appalling.
negative,Worst experience ever! The subpar was view from the room and the location ruined my trip.
negative,A huge letdown. The awful was parking availability and the room cleanliness was below standard.
negative,"I regret booking here. The dirty was so security, and the restaurant service was even worse."
negative,Avoid at all costs! The unacceptable was gym and the restaurant service made it unbearable.
negative,I can't believe how awful this place was. The WiFi speed was a disaster and the security was appalling.
negative,"The stay was completely awful. The pool was awful, and the parking availability was unacceptable."
negative,A huge letdown. The disgusting was WiFi speed and the spa was below standard.
negative,A huge letdown. The dreadful was bed comfort and the check-in process was below standard.
negative,"I had high hopes, but the miserable was staff friendliness and the WiFi speed was disappointing."
negative,Worst experience ever! The poor was staff friendliness and the food quality ruined my trip.
negative,Worst experience ever! The pathetic was noise levels and the bathroom facilities ruined my trip.
negative,"I regret booking here. The miserable was so WiFi speed, and the breakfast options was even worse."
negative,"I had high hopes, but the disgusting was parking availability and the noise levels was disappointing."
negative,"The stay was completely pathetic. The parking availability was awful, and the check-in process was unacceptable."
negative,Do yourself a favor and skip this one. The horrible was view from the room and the WiFi speed was unacceptable.
negative,A huge letdown. The subpar was bar and the customer service was below standard.
negative,It was a nightmare! The horrible was location and the spa was simply horrible.
negative,"I had high hopes, but the nightmarish was restaurant service and the bar was disappointing."
negative,Never staying here again! The nightmarish was completely customer service and the staff friendliness was miserable.
negative,Do yourself a favor and skip this one. The subpar was breakfast options and the bar was unacceptable.
negative,"I regret booking here. The poor was so restaurant service, and the location was even worse."
negative,"The stay was completely subpar. The bar was awful, and the bathroom facilities was unacceptable."
negative,A huge letdown. The miserable was bathroom facilities and the pool was below standard.
negative,Avoid at all costs! The subpar was WiFi speed and the bar made it unbearable.
negative,Worst experience ever! The frustrating was gym and the breakfast options ruined my trip.
negative,Never staying here again! The nightmarish was completely breakfast options and the bar was miserable.
negative,Avoid at all costs! The awful was bathroom facilities and the check-in process made it unbearable.
negative,Never staying here again! The shocking was completely bar and the spa was miserable.
negative,Do yourself a favor and skip this one. The pathetic was customer service and the bar was unacceptable.
negative,"The stay was completely shocking. The restaurant service was awful, and the security was unacceptable."
negative,Do yourself a favor and skip this one. The dreadful was location and the food quality was unacceptable.
negative,Do yourself a favor and skip this one. The awful was noise levels and the bed comfort was unacceptable.
negative,Never staying here again! The dirty was completely location and the bathroom facilities was miserable.
negative,"The stay was completely miserable. The location was awful, and the noise levels was unacceptable."
negative,Do yourself a favor and skip this one. The dreadful was spa and the check-in process was unacceptable.
negative,"The stay was completely horrible. The room cleanliness was awful, and the location was unacceptable."
negative,"The stay was completely shocking. The security was awful, and the location was unacceptable."
negative,Never staying here again! The unacceptable was completely gym and the restaurant service was miserable.
negative,Do yourself a favor and skip this one. The nightmarish was noise levels and the bed comfort was unacceptable.
negative,"The stay was completely frustrating. The WiFi speed was awful, and the gym was unacceptable."
negative,Do yourself a favor and skip this one. The unbearable was pool and the bed comfort was unacceptable.
negative,"I had high hopes, but the shocking was bar and the pool was disappointing."
negative,Avoid at all costs! The subpar was pool and the bar made it unbearable.
negative,Never staying here again! The pathetic was completely staff friendliness and the bathroom facilities was miserable.
negative,"The stay was completely frustrating. The breakfast options was awful, and the restaurant service was unacceptable."
negative,It was a nightmare! The horrible was noise levels and the air conditioning was simply horrible.
negative,"I had high hopes, but the unbearable was air conditioning and the bar was disappointing."
negative,I can't believe how shocking this place was. The WiFi speed was a disaster and the bathroom facilities was appalling.
negative,Avoid at all costs! The horrible was check-in process and the spa made it unbearable.
negative,"The stay was completely awful. The bar was awful, and the air conditioning was unacceptable."
negative,Never staying here again! The frustrating was completely bar and the check-in process was miserable.
negative,"I had high hopes, but the unacceptable was gym and the restaurant service was disappointing."
negative,Worst experience ever! The pathetic was bar and the bathroom facilities ruined my trip.
negative,Never staying here again! The pathetic was completely spa and the location was miserable.
negative,A huge letdown. The miserable was gym and the WiFi speed was below standard.
negative,"I regret booking here. The unacceptable was so gym, and the bathroom facilities was even worse."
negative,"The stay was completely shocking. The location was awful, and the parking availability was unacceptable."
negative,I can't believe how unacceptable this place was. The noise levels was a disaster and the bathroom facilities was appalling.
negative,Never staying here again! The pathetic was completely view from the room and the bar was miserable.
negative,"I regret booking here. The awful was so noise levels, and the bed comfort was even worse."
negative,I can't believe how subpar this place was. The breakfast options was a disaster and the noise levels was appalling.
negative,Do yourself a favor and skip this one. The awful was air conditioning and the spa was unacceptable.
negative,I can't believe how dreadful this place was. The spa was a disaster and the air conditioning was appalling.
negative,Never staying here again! The shocking was completely security and the breakfast options was miserable.
negative,"I had high hopes, but the terrible was bed comfort and the check-in process was disappointing."
negative,Avoid at all costs! The nightmarish was bathroom facilities and the bed comfort made it unbearable.
negative,"I had high hopes, but the awful was location and the restaurant service was disappointing."
negative,"I regret booking here. The subpar was so location, and the customer service was even worse."
negative,Do yourself a favor and skip this one. The nightmarish was breakfast options and the WiFi speed was unacceptable.
negative,I can't believe how dirty this place was. The security was a disaster and the bed comfort was appalling.
negative,Worst experience ever! The miserable was staff friendliness and the customer service ruined my trip.
negative,Avoid at all costs! The dirty was bar and the staff friendliness made it unbearable.
negative,Do yourself a favor and skip this one. The awful was bathroom facilities and the gym was unacceptable.
negative,"The stay was completely disgusting. The WiFi speed was awful, and the noise levels was unacceptable."
negative,Avoid at all costs! The awful was noise levels and the room cleanliness made it unbearable.
negative,"I had high hopes, but the horrible was security and the spa was disappointing."
negative,Do yourself a favor and skip this one. The subpar was room cleanliness and the bed comfort was unacceptable.
negative,Worst experience ever! The unacceptable was noise levels and the security ruined my trip.
negative,"The stay was completely subpar. The gym was awful, and the staff friendliness was unacceptable."
negative,Do yourself a favor and skip this one. The shocking was view from the room and the air conditioning was unacceptable.
negative,Do yourself a favor and skip this one. The nightmarish was noise levels and the staff friendliness was unacceptable.
negative,"The stay was completely shocking. The security was awful, and the staff friendliness was unacceptable."
negative,I can't believe how frustrating this place was. The view from the room was a disaster and the food quality was appalling.
negative,Never staying here again! The terrible was completely room cleanliness and the pool was miserable.
negative,It was a nightmare! The nightmarish was food quality and the gym was simply horrible.
negative,It was a nightmare! The disgusting was staff friendliness and the room cleanliness was simply horrible.
negative,"I regret booking here. The disgusting was so food quality, and the security was even worse."
negative,I can't believe how terrible this place was. The food quality was a disaster and the pool was appalling.
negative,Never staying here again! The poor was completely noise levels and the breakfast options was miserable.
negative,Avoid at all costs! The unbearable was view from the room and the customer service made it unbearable.
negative,"I regret booking here. The unbearable was so spa, and the customer service was even worse."
negative,It was a nightmare! The shocking was air conditioning and the pool was simply horrible.
negative,"I had high hopes, but the horrible was air conditioning and the room cleanliness was disappointing."
negative,"The stay was completely poor. The bar was awful, and the bathroom facilities was unacceptable."
negative,Worst experience ever! The poor was customer service and the gym ruined my trip.
negative,Worst experience ever! The unacceptable was room cleanliness and the restaurant service ruined my trip.
negative,"I had high hopes, but the awful was restaurant service and the pool was disappointing."
negative,Avoid at all costs! The nightmarish was spa and the gym made it unbearable.
negative,A huge letdown. The poor was pool and the security was below standard.
negative,"I had high hopes, but the horrible was staff friendliness and the breakfast options was disappointing."
negative,A huge letdown. The disgusting was check-in process and the location was below standard.
negative,"The stay was completely pathetic. The restaurant service was awful, and the spa was unacceptable."
negative,Do yourself a favor and skip this one. The poor was bathroom facilities and the security was unacceptable.
negative,A huge letdown. The nightmarish was breakfast options and the food quality was below standard.
negative,Worst experience ever! The poor was security and the parking availability ruined my trip.
negative,"The stay was completely unacceptable. The location was awful, and the breakfast options was unacceptable."
negative,"I regret booking here. The miserable was so staff friendliness, and the air conditioning was even worse."
negative,Never staying here again! The subpar was completely staff friendliness and the restaurant service was miserable.
negative,It was a nightmare! The miserable was restaurant service and the view from the room was simply horrible.
negative,"The stay was completely shocking. The room cleanliness was awful, and the restaurant service was unacceptable."
negative,Do yourself a favor and skip this one. The pathetic was gym and the bathroom facilities was unacceptable.
negative,It was a nightmare! The terrible was food quality and the restaurant service was simply horrible.
negative,"The stay was completely dreadful. The bathroom facilities was awful, and the bar was unacceptable."
negative,Worst experience ever! The unacceptable was spa and the bathroom facilities ruined my trip.
negative,"I had high hopes, but the nightmarish was location and the spa was disappointing."
negative,"I had high hopes, but the nightmarish was room cleanliness and the spa was disappointing."
negative,Worst experience ever! The disgusting was bathroom facilities and the staff friendliness ruined my trip.
negative,"I regret booking here. The shocking was so noise levels, and the bathroom facilities was even worse."
negative,"I had high hopes, but the dirty was room cleanliness and the bed comfort was disappointing."
negative,A huge letdown. The dreadful was air conditioning and the bed comfort was below standard.
negative,"I had high hopes, but the terrible was gym and the bed comfort was disappointing."
negative,"I had high hopes, but the poor was restaurant service and the breakfast options was disappointing."
negative,A huge letdown. The subpar was bed comfort and the air conditioning was below standard.
negative,Avoid at all costs! The horrible was bed comfort and the view from the room made it unbearable.
negative,"The stay was completely poor. The room cleanliness was awful, and the customer service was unacceptable."
negative,It was a nightmare! The miserable was air conditioning and the gym was simply horrible.
negative,Do yourself a favor and skip this one. The dreadful was bar and the customer service was unacceptable.
negative,I can't believe how dirty this place was. The parking availability was a disaster and the security was appalling.
negative,"I had high hopes, but the dreadful was security and the noise levels was disappointing."
negative,Avoid at all costs! The unbearable was staff friendliness and the noise levels made it unbearable.
negative,"I regret booking here. The pathetic was so security, and the noise levels was even worse."
negative,It was a nightmare! The awful was staff friendliness and the parking availability was simply horrible.
negative,It was a nightmare! The unacceptable was breakfast options and the pool was simply horrible.
negative,Avoid at all costs! The frustrating was staff friendliness and the breakfast options made it unbearable.
negative,Do yourself a favor and skip this one. The disgusting was view from the room and the bathroom facilities was unacceptable.
negative,"The stay was completely pathetic. The security was awful, and the pool was unacceptable."
negative,It was a nightmare! The nightmarish was food quality and the view from the room was simply horrible.
negative,Worst experience ever! The disgusting was location and the bed comfort ruined my trip.
negative,"I regret booking here. The miserable was so air conditioning, and the pool was even worse."
negative,It was a nightmare! The shocking was view from the room and the air conditioning was simply horrible.
negative,I can't believe how subpar this place was. The spa was a disaster and the food quality was appalling.
negative,A huge letdown. The pathetic was bar and the spa was below standard.
negative,Do yourself a favor and skip this one. The dirty was view from the room and the gym was unacceptable.
negative,It was a nightmare! The poor was bathroom facilities and the breakfast options was simply horrible.
negative,A huge letdown. The frustrating was parking availability and the air conditioning was below standard.
negative,Never staying here again! The unacceptable was completely security and the pool was miserable.
negative,Never staying here again! The unbearable was completely noise levels and the check-in process was miserable.
negative,I can't believe how dreadful this place was. The WiFi speed was a disaster and the spa was appalling.
negative,A huge letdown. The terrible was bar and the bed comfort was below standard.
negative,Worst experience ever! The horrible was pool and the air conditioning ruined my trip.
negative,It was a nightmare! The nightmarish was pool and the check-in process was simply horrible.
negative,Never staying here again! The unbearable was completely bed comfort and the food quality was miserable.
negative,It was a nightmare! The miserable was spa and the WiFi speed was simply horrible.
negative,Never staying here again! The disgusting was completely view from the room and the staff friendliness was miserable.
negative,Avoid at all costs! The dreadful was spa and the check-in process made it unbearable.
negative,Do yourself a favor and skip this one. The awful was air conditioning and the WiFi speed was unacceptable.
negative,Worst experience ever! The unbearable was bar and the customer service ruined my trip.
negative,Never staying here again! The dreadful was completely spa and the bed comfort was miserable.
negative,"I had high hopes, but the poor was bed comfort and the noise levels was disappointing."
negative,Do yourself a favor and skip this one. The poor was restaurant service and the parking availability was unacceptable.
negative,"I had high hopes, but the awful was view from the room and the restaurant service was disappointing."
negative,"I had high hopes, but the poor was parking availability and the bar was disappointing."
negative,"I regret booking here. The frustrating was so restaurant service, and the food quality was even worse."
negative,"I had high hopes, but the subpar was WiFi speed and the security was disappointing."
negative,I can't believe how unbearable this place was. The WiFi speed was a disaster and the restaurant service was appalling.
negative,"I had high hopes, but the shocking was breakfast options and the gym was disappointing."
negative,Do yourself a favor and skip this one. The unacceptable was restaurant service and the bed comfort was unacceptable.
negative,Worst experience ever! The terrible was noise levels and the room cleanliness ruined my trip.
negative,Avoid at all costs! The dirty was customer service and the pool made it unbearable.
negative,"I had high hopes, but the pathetic was location and the view from the room was disappointing."
negative,It was a nightmare! The awful was check-in process and the food quality was simply horrible.
negative,Never staying here again! The pathetic was completely noise levels and the WiFi speed was miserable.
negative,A huge letdown. The dreadful was bed comfort and the customer service was below standard.
negative,"I regret booking here. The disgusting was so customer service, and the spa was even worse."
negative,"The stay was completely nightmarish. The food quality was awful, and the parking availability was unacceptable."
negative,A huge letdown. The unacceptable was WiFi speed and the restaurant service was below standard.
negative,Never staying here again! The nightmarish was completely bathroom facilities and the room cleanliness was miserable.
negative,"I regret booking here. The unacceptable was so bar, and the staff friendliness was even worse."
negative,"I regret booking here. The horrible was so restaurant service, and the gym was even worse."
negative,"The stay was completely miserable. The check-in process was awful, and the view from the room was unacceptable."
negative,Never staying here again! The subpar was completely bathroom facilities and the room cleanliness was miserable.
negative,"I had high hopes, but the disgusting was security and the restaurant service was disappointing."
negative,Avoid at all costs! The unbearable was bar and the noise levels made it unbearable.
negative,Avoid at all costs! The unacceptable was noise levels and the room cleanliness made it unbearable.
negative,Do yourself a favor and skip this one. The pathetic was security and the air conditioning was unacceptable.
negative,I can't believe how unacceptable this place was. The gym was a disaster and the room cleanliness was appalling.
negative,Worst experience ever! The miserable was room cleanliness and the security ruined my trip.
negative,"I regret booking here. The nightmarish was so view from the room, and the breakfast options was even worse."
negative,"I had high hopes, but the horrible was security and the check-in process was disappointing."
negative,"I had high hopes, but the terrible was food quality and the parking availability was disappointing."
negative,Worst experience ever! The dirty was parking availability and the breakfast options ruined my trip.
negative,Never staying here again! The horrible was completely check-in process and the staff friendliness was miserable.
negative,A huge letdown. The subpar was spa and the gym was below standard.
negative,I can't believe how shocking this place was. The staff friendliness was a disaster and the view from the room was appalling.
negative,Do yourself a favor and skip this one. The miserable was bar and the food quality was unacceptable.
negative,Avoid at all costs! The poor was restaurant service and the bar made it unbearable.
negative,Never staying here again! The awful was completely noise levels and the restaurant service was miserable.
negative,Never staying here again! The disgusting was completely customer service and the bathroom facilities was miserable.
negative,It was a nightmare! The subpar was gym and the parking availability was simply horrible.
negative,"The stay was completely unacceptable. The restaurant service was awful, and the gym was unacceptable."
negative,Avoid at all costs! The shocking was check-in process and the gym made it unbearable.
negative,"I had high hopes, but the poor was bathroom facilities and the WiFi speed was disappointing."
negative,"The stay was completely awful. The gym was awful, and the bar was unacceptable."
negative,"I had high hopes, but the frustrating was bathroom facilities and the view from the room was disappointing."
negative,"I regret booking here. The nightmarish was so customer service, and the restaurant service was even worse."
negative,"I had high hopes, but the unacceptable was room cleanliness and the air conditioning was disappointing."
negative,It was a nightmare! The nightmarish was room cleanliness and the customer service was simply horrible.
negative,Avoid at all costs! The horrible was spa and the check-in process made it unbearable.
negative,I can't believe how pathetic this place was. The restaurant service was a disaster and the food quality was appalling.
negative,Do yourself a favor and skip this one. The frustrating was gym and the bar was unacceptable.
negative,"I had high hopes, but the unacceptable was air conditioning and the parking availability was disappointing."
negative,"I regret booking here. The dreadful was so breakfast options, and the security was even worse."
negative,Avoid at all costs! The frustrating was security and the spa made it unbearable.
negative,A huge letdown. The poor was security and the spa was below standard.
negative,Never staying here again! The frustrating was completely WiFi speed and the staff friendliness was miserable.
negative,"I regret booking here. The frustrating was so food quality, and the pool was even worse."
negative,"I had high hopes, but the unbearable was WiFi speed and the bathroom facilities was disappointing."
negative,Never staying here again! The nightmarish was completely parking availability and the room cleanliness was miserable.
negative,"I had high hopes, but the terrible was room cleanliness and the WiFi speed was disappointing."
negative,Avoid at all costs! The miserable was pool and the gym made it unbearable.
